itemNumber,description,unit
7340411,FOUNDATION (CONTROLLER AND TRANSFORMER),EACH
7350005,LOOP DETECTOR (COUNTER),EACH
7350006,LOOP DETECTOR (COUNTER) (FULL REPLACEMENT),EACH
7350012,LOOP DETECTOR TRAFFIC COUNTER SYSTEM (,EACH
7350021,LOOP DETECTOR (SPEED/CLASSIFICATION),EACH
7350022,LOOP DETECTOR (SPEED/CLASSIFICATION) (FULL REPLACEMENT),EACH
7350023,LOOP DETECTOR (SPEED/CLASSIFICATION) (PARTIAL REPLACEMENT),EACH
7350027,LOOP DETECTOR (SPEED/CLASSIFICATION) (TWO-CABINET SYSTEM),EACH
7350030,LOOP DETECTOR FOR TRAFFIC SURVEILLANCE (,EACH
7350031,LOOP DETECTOR FOR TRAFFIC SURVEILLANCE (,EACH
7350035,LOOP DETECTOR FOR TRAFFIC SURVEILLANCE (,EACH
7350037,LOOP DETECTOR (WEIGH-IN-MOTION),EACH
7350038,LOOP DETECTOR (WEIGH-IN-MOTION) (FULL REPLACEMENT),EACH
7350039,LOOP DETECTOR (WEIGH-IN-MOTION) (PARTIAL REPLACEMENT),EACH
7350040,LOOP DETECTOR (,EACH
7350041,LOOP DETECTOR (,EACH
7350042,LOOP DETECTOR (,EACH
7350043,LOOP DETECTOR (,EACH
7350050,LOOP DETECTOR AMPLIFIERS FOR RAMP METERING,EACH
7350051,DETECTOR CARD,EACH
7350052,AC ISOLATOR,EACH
7350055,SERIES MULTIPLE TRANSFORMER (FOR SIGN LIGHTING),EACH
7350056,CONFLICT MONITOR (,EACH
7350060,PEDESTRIAN PUSH BUTTON,EACH
7350090,LOOP DETECTOR FOR TRAFFIC SIGNALS (5' X 20') (QUAD),EACH
7350096,LOOP DETECTOR FOR TRAFFIC SIGNALS (5' X 40') (QUAD),EACH
7350100,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 70'),EACH
7350110,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 50'),EACH
7350120,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 6'),EACH
7350124,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 100') (QUAD),EACH
7350128,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 80')(QUAD),EACH
7350130,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 70')(QUAD),EACH
7350132,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 60')(QUAD),EACH
7350140,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 50')(QUAD),EACH
7350141,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 35')(QUAD),EACH
7350142,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 40')(QUAD),EACH
7350143,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 30')(QUAD),EACH
7350144,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 20')(QUAD),EACH
7350145,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 45') (QUAD),EACH
7350146,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 25') (QUAD),EACH
7350147,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 10') (QUAD),EACH
7350150,LOOP DETECTOR FOR TRAFFIC SIGNALS (6' X 28') (QUAD),EACH
7350151,LOOP DETECTOR FOR TRAFFIC SIGNALS (,L.SUM
7350152,LOOP DETECTOR FOR TRAFFIC SIGNALS (,EACH
7350153,LOOP DETECTOR FOR TRAFFIC SIGNALS (,EACH
7350154,LOOP DETECTOR FOR TRAFFIC SIGNALS (,EACH
7350155,LOOP DETECTOR FOR TRAFFIC (6' X 6') (PREFORMED),EACH
7350156,LOOP DETECTOR FOR TRAFFIC SIGNALS (,EACH
7350157,LOOP DETECTOR FOR TRAFFIC SIGNALS (,EACH
7350158,LOOP DETECTOR FOR TRAFFIC SIGNALS (,EACH
7350160,LOOP DETECTOR FOR TRAFFIC SIGNALS (,L.FT.
7350165,LOOP DETECTOR LEAD-IN CABLE,L.FT.
7350171,INSTALL AVI ANTENNA,EACH
7350200,VIDEO DETECTION SYSTEM (2-CAMERA),L.SUM
7350201,VIDEO DETECTION SYSTEM (2-CAMERA) (DEPARTMENT FURNISHED),L.SUM
7350202,VIDEO DETECTION SYSTEM (3-CAMERA),L.SUM
7350203,VIDEO DETECTION SYSTEM (3-CAMERA) (DEPARTMENT FURNISHED),L.SUM
7350204,VIDEO DETECTION SYSTEM (4-CAMERA),L.SUM
7350205,VIDEO DETECTION SYSTEM (4-CAMERA) (DEPARTMENT FURNISHED),L.SUM
7350206,VIDEO DETECTION SYSTEM (6-CAMERA),L.SUM
7350207,VIDEO DETECTION SYSTEM (6-CAMERA) (DEPARTMENT FURNISHED),L.SUM
7350208,VIDEO DETECTION SYSTEM (,L.SUM
7350209,VIDEO DETECTION SYSTEM (,L.SUM
7350210,VIDEO DETECTION SYSTEM (,EACH
7350300,COMMUNICATION CABLE,L.FT.
7350410,LOOP DETECTOR INSTALLATION,L.SUM
7350455,TESTING LOOP DETECTOR (,EACH
7350460,REMOVAL OF PRESSURE DETECTOR,EACH
7350551,OPTICOM PRE-EMPTION UNIT,EACH
7350735,SPEED MONITORING SYSTEM,EACH
7350800,BEACONS,EACH
7350810,PRE-EMPT SENSORS,EACH
7350820,PHOTO ELECTRIC CELL,EACH
7350900,PASSIVE ACOUSTIC DETECTOR,EACH
7360020,LUMINAIRE (HORIZONTAL MOUNT) (HPS 150 WATT),EACH
7360030,LUMINAIRE (HORIZONTAL MOUNT) (HPS 250 WATT),EACH
7360035,LUMINAIRE (HORIZONTAL MOUNT) (HPS 250 WATT) (DEPT FURNISHED),EACH
7360040,LUMINAIRE (HORIZONTAL MOUNT) (HPS 310 WATT),EACH
7360050,LUMINAIRE (HORIZONTAL MOUNT) (HPS 400 WATT),EACH
7360051,LUMINAIRE (HORIZONTAL MOUNT) (HPS 400 WATT),EACH
7360060,LUMINAIRE (VERTICAL MOUNT) (250 WATT),EACH
7360070,LUMINAIRE (VERTICAL MOUNT) (400 WATT),EACH
7360078,LUMINAIRE (HIGH MAST) (,EACH
7360080,LUMINAIRE (HIGH MAST) (HPS 400 WATT),EACH
7360081,LUMINAIRE (HIGH MAST) (HPS 310 WATT),EACH
7360100,LUMINAIRE (HPS 150 WATT),EACH
7360101,LUMINAIRE (HPS 150 WATT) (,EACH
7360103,SECURITY LIGHTING (HPS 70 WATT) (WITH PHOTO CELL),EACH
7360104,LUMINAIRE (,EACH
7360105,LUMINAIRE (,EACH
7360106,LUMINAIRE (HPS 250 WATT) (HORIZONT MOUNT) (SPECIAL) (,EACH
7360108,LUMINAIRE (HPS 250 WATT) (,EACH
7360109,LUMINAIRE (HPS 250 WATT) (,EACH
7360110,LUMINAIRE (,EACH
7360111,LUMINAIRE (,EACH
7360112,LUMINAIRE (,EACH
7360113,LUMINAIRE (,EACH
7360114,LUMINAIRE (,EACH
7360115,LUMINAIRE (,EACH
7360116,LUMINAIRE (,EACH
7360117,LUMINAIRE (,EACH
7360118,LUMINAIRE (,EACH
7360120,SIGN LIGHTING FIXTURE (150 WATT HPS),EACH
7360125,SIGN LIGHTING FIXTURE (150 WATT HPS)(UNISTRUT CHANNEL MOUNT),EACH
7360131,STREET LIGHT (,EACH
7360150,TWIN LUMINAIRE BRACKET,EACH
7360160,POWER SUPPLY (BATTERY BACKUP),EACH
7360161,POWER SUPPLY (BATTERY BACKUP) (DEPARTMENT FURNISHED),EACH
7360220,LOAD CENTER CABINET (TYPE II) (120/240 VOLT),EACH
7360221,LOAD CENTER CABINET (TYPE II) (240/480 VOLT),EACH
7360230,LOAD CENTER CABINET (TYPE III) (120/240 VOLT),EACH
7360235,LOAD CENTER CABINET (,EACH
7360236,LOAD CENTER CABINET (,EACH
7360237,LOAD CENTER CABINET (,EACH
7360240,LOAD CENTER CABINET FOUNDATION,EACH
7360241,LOAD CENTER CABINET (TYPE IV) (240/480 VOLT),EACH
7360243,LOAD CENTER CABINET (TYPE IV) (,EACH
7360250,MODIFY LOAD CENTER CABINET,L.SUM
7360260,REMOVE AND SALVAGE LOAD CENTER CABINETS,L.SUM
7360290,LOAD CENTER CABINET FOUNDATION,EACH
7360300,ROADWAY LIGHTING,L.SUM
7360320,TEMPORARY ROADWAY LIGHTING,L.SUM
7360325,TEMPORARY ROADWAY LIGHTING,HOUR
7360330,TEMPORARY DETOUR LIGHTING,L.SUM
7360333,PEDESTRIAN LIGHTING (,EACH
7360335,PEDESTRIAN BRIDGE LIGHTING,L.SUM
7360340,UNDERPASS LIGHTING,L.SUM
7360348,UNDERDECK LIGHTING,EACH
7360349,UNDERDECK LIGHTING,EACH
7360350,UNDERDECK LIGHTING,L.SUM
7360351,UNDERDECK LIGHTING (,L.SUM
7360352,UNDERDECK LIGHTING (,L.SUM
7360353,UNDERDECK LIGHTING (,L.SUM
7360355,UNDERDECK LIGHTING AND SIGN LIGHTING,L.SUM
7360358,ELECTRICAL FOR FUTURE UNDERDECK LIGHTING,L.SUM
7360360,BRIDGE LIGHTING,L.SUM
7360361,STRUCTURE LIGHTING SYSTEM (,L.SUM
7360365,STRUCTURE LIGHTING SYSTEM (,L.SUM
7360366,STRUCTURE LIGHTING SYSTEM (,L.SUM
7360367,BOX CULVERT LIGHTING,L.SUM
7360368,STRUCTURE CONDUIT SYSTEM,EACH
7360370,SAFETY FEATURES FOR ROADWAY LIGHTING,L.SUM
7360380,UNDER SCALE LIGHTING AND ELECTRIC,L.SUM
7360390,SCALE LIGHTING SYSTEM (SSWIM),L.SUM
7360400,SIGN LIGHTING,L.SUM
7360401,SIGN LIGHTING (,L.SUM
7360404,SIGN LIGHTING FIXTURE,EACH
7360405,SIGN LIGHTING (,EACH
7360406,SIGN LIGHTING (,EACH
7360408,TRANSFORMER (FOR INDUCTIVE FLUORESCENT SIGN LIGHTING FIXTURE),EACH
7360410,RECONSTRUCT SIGN LIGHTING,L.SUM
7360420,REMOVE AND SALVAGE EXISTING SIGN LIGHTING,L.SUM
7360430,REMOVE AND SALVAGE EXISTING SIGN LIGHTING FIXTURE SUPPORTS,EACH
7360600,VERTICAL SUPPORT,EACH
7360610,SIGN LIGHTING MOUNT,EACH
7360700,MISCELLANEOUS ELECTRICAL WORK,EACH
7370100,MAINTAIN EXISTING TRAFFIC SIGNALS AND LIGHTING SYSTEMS,L.SUM
7370200,TEMPORARY TRAFFIC SIGNALS,L.SUM
7370201,TEMPORARY TRAFFIC SIGNALS,L.SUM
7370202,TEMPORARY TRAFFIC SIGNAL (,L.SUM
7370203,TEMPORARY TRAFFIC SIGNAL (,L.SUM
7370204,TEMPORARY TRAFFIC SIGNAL (,L.SUM
7370210,TEMPORARY TRAFFIC SIGNALS (PORTABLE),L.SUM
7370250,TEMPORARY TRAFFIC SIGNAL CABLE,L.FT.
7370300,REMOVE AND SALVAGE OR REINSTALL ELECTRICAL EQUIPMENT,L.SUM
7370301,REMOVE (,EACH
7370302,REMOVE (,EACH
7370303,REMOVE (,EACH
7370309,REMOVE AND RELOCATE (,EACH
7370310,REMOVE AND SALVAGE ELECTRICAL EQUIPMENT,L.SUM
7370350,SIGNAL REVAMP,L.SUM
7370399,ELECTRICAL SERVICE,EACH
7370400,ELECTRICAL SERVICE,L.SUM
7370410,ELECTRICAL SYSTEM (,L.SUM
7370412,ELECTRICAL SYSTEM (,L.SUM
7370414,ELECTRICAL SYSTEM (,L.SUM
7370416,ELECTRICAL SYSTEM (,L.SUM
7370420,ELECTRICAL SYSTEM (,L.SUM
7370421,ELECTRICAL SYSTEM (,EACH
7370422,ELECTRICAL SYSTEM (,EACH
7370423,ELECTRICAL SYSTEM (,EACH
7370424,ELECTRICAL SYSTEM (,EACH
7370425,ELECTRICAL SYSTEM (,EACH
7370426,ELECTRICAL SYSTEM (,EACH
7370430,TRANSFORMER (,EACH
7370431,TRANSFORMER (,EACH
7370432,TRANSFORMER (,EACH
7370450,MISCELLANEOUS ELECTRICAL,L.SUM
7370452,MISCELLANEOUS ELECTRICAL (,L.SUM
7370455,MISCELLANEOUS ELECTRICAL (,L.SUM
7370457,MISCELLANEOUS ELECTRICAL (,L.FT.
7370480,PROVIDE ELECTRICAL SERVICE,L.SUM
7370500,VARIABLE MESSAGE SIGN,EACH
7370510,EXISTINGUISHABLE MESSAGE SIGN,EACH
7370600,"FURNISH, DELIVER AND INSTALL (",L.SUM
7370620,FURNISH ELECTRICAL ENERGY (,L.SUM
7370650,FIBER OPTIC TRANSCEIVER (,EACH
7370652,FIBER OPTIC EQUIPMENT (,EACH
7370654,FIBER OPTIC EQUIPMENT (,EACH
7370661,SINGLE NODE ASSEMBLY,EACH
7370663,NODE BUILDING (,EACH
7370664,NODE BUILDING (,EACH
7370665,CENTRAL COMMUNICATION ASSEMBLY,L.SUM
7370666,SWITCH PACK (LOAD SWITCH) (,EACH
7370678,OPTICAL TRANSCEIVER,EACH
7370681,VIDEO CODEC,EACH
7370682,VIDEO OPTICAL TRANSCEIVER,EACH
7370700,VIDEO DISPLAY WALL (STRUCTURE),L.SUM
7370701,VIDEO DISPLAY WALL (MONITORS),EACH
7370705,CCTV FIELD EQUIPMENT,EACH
7370707,CCTV CENTRAL EQUIPMENT,L.SUM
7370717,TRAINING (,L.SUM
7370718,TRAINING (,L.SUM
7378906,DISCONNECT SWITCHES,EACH
7378910,WIRE AND CABLE,L.SUM
7378915,GROUNDING,L.SUM
7378916,GROUND ROD (,EACH
7379002,BUILDING LIGHTING AND RECEPTACLES,L.SUM
7379004,UNINTERRUPTIBLE POWER SUPPLIES-TUNNEL LIGHTING,L.SUM
7379006,TUNNEL LUMINAIRES,L.SUM
7379008,TUNNEL LIGHTING CABLE TRAY,L.SUM
7379011,RECEPTACLES (,EACH
7379012,PANELBOARDS,L.SUM
7379013,15 KV OUTDOOR SWITCHGEAR,L.SUM
7379014,15 KV SWITCH,L.SUM
7379015,SWITCHES (,EACH
7379016,5 KV SWITCHGEAR,L.SUM
7379018,MAIN TRANSFORMER,L.SUM
7379020,AUXILIARY TRANSFORMERS,L.SUM
7379026,5 KV CONTROLLERS,L.SUM
7379029,MOTOR CONTROL CENTERS,EACH
7379030,VARIABLE MESSAGE SIGNS,L.SUM
7379034,CARBON MONOXIDE MONITORING SYSTEM,L.SUM
7379036,TELEVISION SYSTEM,L.SUM
7379038,RADIO SYSTEM,L.SUM
7379040,TELEPHONE SYSTEM,L.SUM
7379042,TUNNEL FIRE DETECTION AND LIFE SAFETY SYSTEM,L.SUM
7379044,TEMPORARY LIGHTING AND POWER,L.SUM
7379052,FAN ROOM AND DUCT DRAINAGE SYSTEM,L.SUM
7379054,FIRE PROTECTION SYSTEM,L.SUM
7379056,CONTROL ROOM HALON SYSTEM,L.SUM
7379058,"HEATING, VENTILATING AND AIR CONDITIONING",L.SUM
7379060,CONTROL ROOM FINISH,L.SUM
7379063,MISCELLANEOUS METALS,L.SUM
7379064,ELECTRIC CHAIN HOIST,L.SUM
7379065,TURNING VANES,L.SUM
7379067,FIBER OPTIC DATA LINK,L.FT.
7379068,CERAMIC TILE,SQ.YD.
7379091,DISTRIBUTION SECTION (,EACH
7379092,DISTRIBUTION SECTION (,EACH
7379093,DISTRIBUTION SECTION (,EACH
7379094,DISTRIBUTION SECTION (,EACH
7379097,SERVICE ENTRANCE SECTION (,EACH
7379098,SERVICE ENTRANCE SECTION (,EACH
7379101,VARIABLE MESSAGE SIGN ASSY-FIBEROPTIC TECHNOLOGY,EACH
7379103,VARIABLE MESSAGE SIGN ASSY-LIGHT EMITTING DIODE TECHNOLOGY,EACH
7379107,VARIABLE MESSAGE SIGN SYSTEM-OPERATIONAL SUPPORT PERIOD,MONTH
7379109,VARIABLE MESSAGE SIGN SYSTEM-EXTENDED MAINTENANCE PERIOD,MONTH
7379111,VARIABLE MESSAGE SIGN ASSEMBLY INSTALLATION,EACH
7379113,VARIABLE MESSAGE SIGN ASSEMBLY INSTALLATION,EACH
7379123,OPEN-CLOSED SIGN FIBER OPTIC,EACH
7379131,WEIGH-IN-MOTION (WIM) (,EACH
7379201,VENDOR CABINETS,EACH
7379202,VENDOR CABINETS,EACH
7379301,OPERATOR CONSOLE,L.SUM
8001105,PERMANENT WATER LINE SUPPORT SYSTEM,L.SUM
8010051,LAWN ERADICATION,SQ.YD.
8010052,LAWN ERADICATION (,L.SUM
8020001,LANDSCAPE GRADING,SQ.YD.
8020011,LANDSCAPE GRADING,L.SUM
8030001,LANDSCAPE BORROW,CU.YD.
8030005,CHANNEL PLATING MATERIAL,CU.YD.
8030011,LANDSCAPE BORROW,TON
8030091,GRANITE MULCH,SQ.YD.
8030092,GRANITE MULCH (,SQ.YD.
8030093,GRANITE MULCH (,SQ.YD.
8030095,BIKE PATH (,L.FT.
8030100,DECOMPOSED GRANITE,CU.YD.
8030101,DECOMPOSED GRANITE,CU.YD.
8030102,DECOMPOSED GRANITE (,CU.YD.
8030103,DECOMPOSED GRANITE,SQ.YD.
8030104,DECOMPOSED GRANITE (,SQ.YD.
8030105,DECOMPOSED GRANITE (,CU.YD.
8030106,DECOMPOSED GRANITE (,SQ.YD.
8030107,SOIL STABILIZER (,SQ.YD.
8030111,ROCK MULCH,CU.YD.
8030115,ROCK MULCH (,CU.YD.
8030117,ROCK MULCH (,SQ.YD.
8030121,"ROCK MULCH (3"" - 6"" RIVER ROCK)",CU.YD.
8030126,ROCK (,CU.YD.
8030139,BOULDERS (,L.SUM
8030141,DECORATIVE BOULDERS,L.SUM
8030142,DECORATIVE BOULDERS (,EACH
8030143,DECORATIVE BOULDERS (,EACH
8030144,DECORATIVE BOULDERS (,EACH
8030150,BOULDER RELOCATION,EACH
8040001,TOPSOIL,CU.YD.
8040011,PREPARED TOPSOIL,CU.YD.
8040140,HERBICIDE,ACRE
8040141,HERBICIDE,SQ.YD.
8040201,PLANTING PITS,CU.YD.
8040250,PLANTING PITS (5 GAL),EACH
8040251,PLANTING PITS (,EACH
8040252,PLANTING PITS (,EACH
8040253,PLANTING PITS (,EACH
8040254,PLANTING PITS (,EACH
8040255,PLANTING PITS (,EACH
8040256,PLANTING PITS (,EACH
8040257,PLANTING PITS (,EACH
8040258,PLANTING PITS (,EACH
8040259,PLANTING PITS (,EACH
8040260,PLANTING PITS (,EACH
8040261,PLANTING PITS (,EACH
8040262,PLANTING PITS (,EACH
8040263,PLANTING PITS (,EACH
8040264,PLANTING PITS (,EACH
8040265,PLANTING PITS (,EACH
8040266,PLANTING PITS (,EACH
8040271,PLANTING PITS (,SQ.YD.
8040281,PLANTING PITS (,L.FT.
8040301,REMOVE AND RECONSTRUCT PLANTER BOX,EACH
8040321,PLANTER BOX (,EACH
8050003,SEEDING (CLASS II),ACRE
8050004,SEEDING (CLASS III),ACRE
8050005,SEEDING (CLASS I),SQ.FT.
8050014,SEEDING (CLASS II) (HYDRAULIC),ACRE
8050021,SEEDING (,ACRE
8050022,SEEDING (,ACRE
8050023,SEEDING (CLASS II) (,ACRE
8050024,SEEDING (,ACRE
8050025,SEEDING (CLASS II),SQ.FT.
8050071,BERMUDA GRASS SOD,SQ.YD.
8050111,FABRIC FILTER MATERIAL,SQ.YD.
8050121,MULCHING,ACRE
8050151,AMEND EXISTING SOILS,SQ.YD.
8060001,"PLANTING TREES, SHRUBS AND PLANTS",L.SUM
8060011,"TRANSPLANTING TREES, SHRUBS AND PLANTS",L.SUM
8060012,TRANSPLANTING TREES,EACH
8060014,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 24"" BOX)",EACH
8060015,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 30"" BOX)",EACH
8060016,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 36"" BOX)",EACH
8060017,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 42"" BOX)",EACH
8060018,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 48"" BOX)",EACH
8060019,"TRANSPLANTING TREES, SHRUBS AND PLANTS (",EACH
8060020,"TRANSPLANTING TREES, SHRUBS AND PLANTS (",EACH
8060021,TRANSPLANTING PALM TREES,EACH
8060022,TRANSPLANTING PALM TREES (,EACH
8060023,TRANSPLANTING PALM TREES (,EACH
8060024,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 54"" BOX)",EACH
8060025,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 60"" BOX)",EACH
8060026,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 66"" BOX)",EACH
8060027,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 72"" BOX)",EACH
8060028,"TRANSPLANTING TREES, SHRUBS AND PLANTS (IN 80"" BOX)",EACH
8060033,TRANSPLANT CACTUS,L.SUM
8060051,REMOVE AND SALVAGE EXISTING VEGETATION,L.SUM
8060052,REMOVE AND SALVAGE EXISTING VEGETATION,EACH
8060060,"PRUNING & SHAPING TREES, SHRUBS & PLANTS",EACH
8060066,"PRUNING & SHAPING TREES, SHRUBS & PLANTS",L.SUM
8061001,TREE (ONE GALLON),EACH
8061002,TREE (FIVE GALLON),EACH
8061003,TREE (FIVE GALLON) (,EACH
8061005,TREE (15 GALLON),EACH
8061009,"TREE (24"" BOX) (",EACH
8061011,"TREE (36"" BOX) (",EACH
8061012,"TREE (42"" BOX) (",EACH
8061013,"TREE (48"" BOX) (",EACH
8061014,"TREE (54"" BOX)",EACH
8061015,"TREE (60"" BOX)",EACH
8061016,"TREE (66"" BOX)",EACH
8061017,"TREE (72"" BOX)",EACH
8061065,TREE (,EACH
8061067,TREE (BARE ROOT),EACH
8061068,TREE (,EACH
8061069,TREE (,EACH
8061070,TREE (PALM) ( 3' TO 4' IN HEIGHT),EACH
8061071,TREE (PALM) ( 4' TO 6' IN HEIGHT),EACH
8061072,TREE (PALM) ( 6' TO 8' IN HEIGHT),EACH
8061073,TREE (PALM) ( 8' TO 10' IN HEIGHT),EACH
8061075,TREE (PALM) (12' TO 14' IN HEIGHT),EACH
8061076,TREE (PALM) (14' TO 16' IN HEIGHT),EACH
8061078,TREE (PALM) (18' TO 20' IN HEIGHT),EACH
8061079,TREE (PALM) (24' TO 28' IN HEIGHT),EACH
8061081,TREE (PALM) (SPECIMEN) (4' TO 6' IN HEIGHT),EACH
8061082,TREE (PALM) (SPECIMEN) (6' TO 8' IN HEIGHT),EACH
8061083,TREE (PALM) (SPECIMEN) (8' TO 10' IN HEIGHT),EACH
8061084,TREE (PALM) (SPECIMEN) (10' TO 12' IN HEIGHT),EACH
8061085,TREE (PALM) (SPECIMEN) (12' TO 14' IN HEIGHT),EACH
8061092,TREE (PALM),EACH
8061111,GROUND COVER (ONE GALLON),EACH
8061212,WILDFLOWERS (ONE GALLON),EACH
8061213,WILDFLOWER (FIVE GALLON),EACH
8061293,SHRUB (,EACH
8061294,SHRUB (,EACH
8061295,SHRUB (,EACH
8061296,SHRUB (ONE GALLON),EACH
8061298,SHRUB (FIVE GALLON),EACH
8061299,SHRUB (15 GALLON),EACH
8061382,"AGAVE (12"" TO 18"" IN HEIGHT)",EACH
8061390,"DASYLIRION (18"" TO 24"" IN HEIGHT)",EACH
8061421,YUCCA (ONE GALLON),EACH
8061424,YUCCA (FIVE GALLON),EACH
8061427,YUCCA (15-GALLON),EACH
8061501,VINE (ONE GALLON),EACH
8061603,CACTUS (SAGUARO) (0' TO 6' IN HEIGHT),EACH
8061604,CACTUS (SAGUARO) (6' TO 8' IN HEIGHT),EACH
8061605,CACTUS (SAGUARO) (8' TO 10' IN HEIGHT),EACH
8061606,CACTUS (SAGUARO) (10' TO 12' IN HEIGHT),EACH
8061607,CACTUS (SAGUARO) (12' TO 14' IN HEIGHT),EACH
8061608,CACTUS (SAGUARO) (14' TO 16' IN HEIGHT),EACH
8061609,CACTUS (SAGUARO) (16' TO 18' IN HEIGHT),EACH
8061610,CACTUS (SAGUARO) (18' TO 20' IN HEIGHT),EACH
8061611,CACTUS (VARIOUS SPECIES),EACH
8061612,CACTUS (SAGUARO) (20' TO 22' IN HEIGHT),EACH
8061621,CACTUS (ALOE),EACH
8061626,CACTUS (BARREL),EACH
8061627,CACTUS (,EACH
8061629,CACTUS,EACH
8061630,CACTUS (,EACH
8061631,CACTUS (PRICKLY PEAR),EACH
8061632,CACTUS (,EACH
8061633,CACTUS (,EACH
8061634,CACTUS (,EACH
8061635,CACTUS (,EACH
8061636,CACTUS (,EACH
8061637,CACTUS (,EACH
8061638,CACTUS (,EACH
8061639,CACTUS (,EACH
8061640,CACTUS (,EACH
8061641,TRANSPLANT CACTUS,EACH
8061644,CACTUS (SAGUARO)(OVER 15' AND TALLER IN HEIGHT)(,L.FT.
8061645,CACTUS (BARREL)(,EACH
8061646,CACTUS (VARIOUS SPECIES)(,EACH
8061649,CACTUS (SAGUARO) (CONTAINER GROWN) (15 GALLON),EACH
8061652,OCOTILLO (CONTAINER GROWN) (5 GALLON),EACH
8061654,OCOTILLO (4' TO 6' IN HEIGHT),EACH
8061655,OCOTILLO (6' TO 8' IN HEIGHT),EACH
8061656,OCOTILLO (OVER 8' IN HEIGHT),EACH
8062001,HEADER (CONCRETE),L.FT.
8062002,HEADER (METAL),L.FT.
8062004,"HEADER (REDWOOD) (2"" X 4"")",L.FT.
8062005,"HEADER (REDWOOD) (2"" X 6"")",L.FT.
8062006,"HEADER (REDWOOD) (2"" X 8"")",L.FT.
8062009,HEADER (REDWOOD) (,L.FT.
8062010,HEADER (BRICK) (RUNNING BOND),L.FT.
8062021,GATE (REDWOOD),EACH
8062031,GATE (CEDAR),EACH
8063001,TREE NURSERY (,L.SUM
8063002,NURSERY (,L.SUM
8063003,BRACE PALM TREES,EACH
8070001,LANDSCAPING ESTABLISHMENT,L.SUM
8070002,LANDSCAPING ESTABLISHMENT (EXTENSION),EACH
8070011,LANDSCAPING ESTABLISHMENT (,MONTH
8070101,MOWING (OUTSIDE PLANTING AREAS),HOUR
8070106,MOWING,EACH
8080001,LANDSCAPE IRRIGATION SYSTEM,L.SUM
8080003,LANDSCAPE IRRIGATION SYSTEM MODIFICATION,L.SUM
8080004,WATER STORAGE TANK,EACH
8080005,WATER STORAGE TANK (,EACH
8080006,WATER DISTRIBUTION SYSTEM,L.SUM
8080007,"WATER DISTRIBUTION SYSTEM (1"")",L.SUM
8080008,WATER DISTRIBUTION SYSTEM (,L.SUM
8080011,"BACKFLOW PREVENTION UNIT (ATMOSPHERIC) (3/4"")",EACH
8080012,"BACKFLOW PREVENTION UNIT (ATMOSPHERIC) (1"")",EACH
8080013,"BACKFLOW PREVENTION UNIT (ATMOSPHERIC) (1 1/4"")",EACH
8080014,"BACKFLOW PREVENTION UNIT (ATMOSPHERIC) (1 1/2"")",EACH
8080015,"BACKFLOW PREVENTION UNIT (ATMOSPHERIC) (2"")",EACH
8080021,"BACKFLOW PREVENTION UNIT (PRESSURE) (3/4"")",EACH
8080022,"BACKFLOW PREVENTION UNIT (PRESSURE) (1"")",EACH
8080023,"BACKFLOW PREVENTION UNIT (PRESSURE) (1 1/4"")",EACH
8080028,BACKFLOW PREVENTION UNIT (,EACH
8080030,BACKFLOW PREVENTION UNIT (REDUCED PRESSURE) (,EACH
8080031,"BACKFLOW PREVENTION UNIT (REDUCED PRESSURE) (3/4"")",EACH
8080032,"BACKFLOW PREVENTION UNIT (REDUCED PRESSURE) (1"")",EACH
8080034,"BACKFLOW PREVENTION UNIT (REDUCED PRESSURE) (1 1/2"")",EACH
8080035,"BACKFLOW PREVENTION UNIT (REDUCED PRESSURE) (2"")",EACH
8080038,"BACKFLOW PREVENTION UNIT (REDUCED PRESSURE) (4"")",EACH
8080039,BACKFLOW PREVENTION ASSEMBLY (REDUCED PRESSURE),EACH
8080040,BACKFLOW PREVENTION ASSEMBLY ENCLOSURE,EACH
8080042,BACKFLOW PREVENTION ASSEMBLY REPAIR,EACH
